0.0 4.522874958713302e-06
2e-08 4.5290080030017666e-06
4e-08 4.547445617588712e-06
6.000000000000001e-08 4.578303697434495e-06
8e-08 4.621776881255263e-06
1e-07 4.678140815361811e-06
1.2000000000000002e-07 4.747755358550156e-06
1.4e-07 4.831068833149964e-06
1.6e-07 4.928623351609021e-06
1.8e-07 5.041061368538513e-06
2e-07 5.1691335445619e-06
2.2e-07 5.313708119995578e-06
2.4000000000000003e-07 5.475781945290286e-06
2.6e-07 5.656493432873035e-06
2.8e-07 5.857137692689101e-06
3e-07 6.079184163553835e-06
3.2e-07 6.324297184041121e-06
3.4000000000000003e-07 6.594359924339101e-06
3.6e-07 6.8915022832761725e-06
3.8e-07 7.218133448734758e-06
4e-07 7.576979903608419e-06
4.2e-07 7.971129940518285e-06
4.4e-07 8.40408587111457e-06
4.6e-07 8.879825415458337e-06
4.800000000000001e-07 9.402874087914685e-06
5e-07 9.978390823264346e-06
5.2e-07 1.0612269548582239e-05
5.4e-07 1.1311260107142915e-05
5.6e-07 1.2083112732567514e-05
5.800000000000001e-07 1.2936751325808625e-05
6e-07 1.3882482105142803e-05
6.2e-07 1.4932245905722358e-05
6.4e-07 1.6099924642746145e-05
6.6e-07 1.7401715285016166e-05
6.800000000000001e-07 1.8856588476309668e-05
7e-07 2.0486853855279972e-05
7.2e-07 2.2318860699379832e-05
7.4e-07 2.4383871235146588e-05
7.6e-07 2.6719155726941948e-05
7.8e-07 2.936937434472426e-05
8e-07 3.238833252727647e-05
8.2e-07 3.584122645300441e-05
8.4e-07 3.980753667479523e-05
8.6e-07 4.438478609027754e-05
8.8e-07 4.969346048237058e-05
9.000000000000001e-07 5.588350702336687e-05
9.2e-07 6.31429949286682e-05
9.4e-07 7.170976820394365e-05
9.600000000000001e-07 8.188728185862093e-05
9.8e-07 9.40663502135886e-05
1e-06 0.00010875534289598866
1.02e-06 0.00012662258885469624
1.04e-06 0.00014855662642056686
1.06e-06 0.0001757528434568419
1.08e-06 0.0002098395876430827
1.1e-06 0.00025306395714012723
1.12e-06 0.00030856874448998095
1.14e-06 0.0003808098277750288
1.1600000000000001e-06 0.00047619142376632893
1.18e-06 0.0006040405745001822
1.2e-06 0.0007781096206626696
1.22e-06 0.0010188950566771679
1.24e-06 0.0013571991200274523
1.26e-06 0.001839527866030723
1.28e-06 0.00253606216639557
1.3e-06 0.0035518901527243738
1.32e-06 0.005041545839636549
1.34e-06 0.007224810009443872
1.3600000000000001e-06 0.010396678991298283
1.3800000000000001e-06 0.014914258666366519
1.4e-06 0.02112649920845112
1.42e-06 0.029192067999520153
1.44e-06 0.038722601889679985
1.46e-06 0.04823589935923641
1.48e-06 0.05457970388106752
1.5e-06 0.0528510576226707
1.52e-06 0.03777827461266786
1.54e-06 0.007504195745721697
1.56e-06 -0.030855077919748165
1.5800000000000001e-06 -0.05826068851805757
1.6e-06 -0.05138492217516989
1.62e-06 -0.00462964090229395
1.64e-06 0.04864215744324132
1.66e-06 0.05159031204260053
1.68e-06 -0.009663369894648612
1.7e-06 -0.05964500365783006
1.72e-06 -0.017403709304371195
1.74e-06 0.05528293305054027
1.76e-06 0.022093153409480617
1.7800000000000001e-06 -0.057370600601734156
1.8000000000000001e-06 -0.006807691680678899
1.82e-06 0.05892342738430845
1.84e-06 -0.029583252831748442
1.86e-06 -0.034114003181133244
1.88e-06 0.05955331053938095
1.9e-06 -0.03186106816221056
1.9200000000000003e-06 -0.017247862686924444
1.94e-06 0.05192106696300909
1.96e-06 -0.059077771544303076
1.98e-06 0.04406205473217638
2e-06 -0.019784436142157958
