0.0011, 0.004, 0.0084, 0.0181, 0.0317, 0.0457, 0.065, 0.0827, 0.1045, 0.1252
264700000.0, 264700000.0, 276140000.0, 332960000.0, 383160000.0, 414510000.0, 439140000.0, 451170000.0, 458310000.0, 460500000.0
